Team,Opponent,Match_Type,Date,Location,Team_Score,Opponent_Score,Possession_Team,Possession_Opponent,Shots_Team,Shots_Opponent,Fouls_Team,Fouls_Opponent,Yellow_Cards_Team,Yellow_Cards_Opponent,Red_Cards_Team,Red_Cards_Opponent
Germany,Portugal,Tournament,2013-09-26,Home,1,0,32.57296778116198,63.53588993928533,18,29,14,17,1,1,1,0
Brazil,Netherlands,Qualifier,2013-09-27,Home,0,5,67.72696204634292,45.418663331117045,7,25,13,8,4,2,1,1
Spain,Germany,Qualifier,2013-09-28,Neutral,4,3,38.61507686820303,57.37753781760854,16,13,6,12,4,3,0,1
Netherlands,Belgium,Tournament,2013-09-29,Away,5,3,50.49624573840598,37.62320074919072,28,24,14,19,3,0,0,0
Argentina,Belgium,Tournament,2013-09-30,Home,3,1,32.54352169863146,69.52002541068408,19,2,8,18,3,2,1,0
Spain,Netherlands,Tournament,2013-10-01,Neutral,0,2,65.79729514663285,53.559268003736136,6,12,7,9,1,2,0,0
Netherlands,Germany,Friendly,2013-10-02,Neutral,4,3,69.19761018259217,62.569489897412296,29,4,5,12,4,3,0,1
Argentina,Belgium,Tournament,2013-10-03,Home,1,5,35.851700108847595,46.29359522124136,6,9,12,10,0,0,1,0
Netherlands,Belgium,Friendly,2013-10-04,Neutral,3,5,41.83146169974079,60.343552771007225,6,20,6,5,4,2,1,0
Portugal,Belgium,Qualifier,2013-10-05,Neutral,0,3,30.634976871753913,45.49539597877442,26,23,15,9,2,3,0,0
Germany,Netherlands,Friendly,2013-10-06,Home,1,2,61.47861967869826,53.60020347842331,15,5,12,14,2,0,1,0
Belgium,England,Tournament,2013-10-07,Neutral,3,4,42.4585733072565,61.125392627452484,2,10,16,19,4,2,0,0
Spain,Brazil,Friendly,2013-10-08,Home,2,1,53.55349877367325,34.65895653184954,9,6,5,6,3,2,1,0
Spain,Netherlands,Tournament,2013-10-09,Home,1,4,31.568740051200585,44.27143405478593,8,1,10,11,2,1,0,0
Italy,Germany,Friendly,2013-10-10,Neutral,2,4,58.6184106669899,51.797477959043874,7,20,8,18,1,4,1,0
England,Portugal,Qualifier,2013-10-11,Home,5,0,51.17615853426908,43.359908243526775,27,5,7,14,1,0,0,1
Portugal,England,Friendly,2013-10-12,Home,0,0,58.99920983995341,42.366689390226355,28,6,5,8,1,3,1,1
Portugal,England,Qualifier,2013-10-13,Away,4,1,61.582572526038554,41.26656358330848,28,22,14,6,4,1,1,0
Brazil,Portugal,Tournament,2013-10-14,Home,0,2,33.56971464715335,39.11167287237446,16,21,15,5,2,2,0,1
Netherlands,Argentina,Qualifier,2013-10-15,Away,1,0,53.12368483172901,63.956182502225225,15,19,16,9,3,3,1,1
England,Spain,Tournament,2013-10-16,Away,2,3,55.99776135526487,66.9475651760237,9,11,5,15,1,1,0,1
Germany,Brazil,Tournament,2013-10-17,Away,2,1,50.6687501577998,58.00677792625312,20,15,15,14,3,1,1,0
Germany,Brazil,Qualifier,2013-10-18,Away,3,5,37.29637593060489,31.19998051060307,15,2,11,17,1,4,0,1
Portugal,Argentina,Qualifier,2013-10-19,Neutral,0,4,61.82389136230948,61.44932780516008,2,15,10,12,4,1,1,1
Germany,Spain,Friendly,2013-10-20,Neutral,0,1,69.89833315358393,51.27759364461461,20,7,7,12,1,0,1,0
Italy,Brazil,Friendly,2013-10-21,Home,1,5,68.77081009714091,60.32440351534425,14,17,16,16,4,4,0,0
Spain,Germany,Qualifier,2013-10-22,Home,2,5,61.101182599089256,47.493534946513186,28,12,16,17,2,4,0,1
France,France,Qualifier,2013-10-23,Home,1,0,46.72430891145686,31.651276595540793,26,12,6,14,2,2,0,1
Belgium,France,Qualifier,2013-10-24,Neutral,1,5,43.492019913600885,57.26979943507192,11,5,14,6,3,2,1,1
Brazil,Brazil,Qualifier,2013-10-25,Away,5,2,32.741831964033274,47.76513970114906,3,20,7,10,1,0,0,0
Netherlands,Italy,Tournament,2013-10-26,Neutral,2,5,46.65145215006761,64.96173982180986,2,7,16,11,2,3,1,0
Belgium,Brazil,Qualifier,2013-10-27,Neutral,1,5,36.24194390927196,59.525517472857096,18,2,19,14,0,0,0,1
Netherlands,Portugal,Qualifier,2013-10-28,Home,2,4,40.173388540241135,44.38246991111237,14,27,12,5,0,4,0,1
Argentina,Portugal,Qualifier,2013-10-29,Home,1,2,65.67547092709404,58.963278391352745,24,13,15,9,3,2,1,0
Belgium,Spain,Qualifier,2013-10-30,Home,4,1,68.74102526044877,49.80834397798123,29,24,11,10,2,0,1,0
France,Belgium,Tournament,2013-10-31,Away,1,2,67.94236001863041,37.977758090381805,5,9,17,11,4,2,0,0
Portugal,England,Friendly,2013-11-01,Away,1,2,37.73422743373564,46.79545277760887,12,29,18,15,0,0,0,1
Italy,Germany,Friendly,2013-11-02,Neutral,4,1,66.03576832941292,38.90249578034584,14,15,16,13,2,0,1,1
Spain,Argentina,Friendly,2013-11-03,Away,0,4,35.660212036010606,30.199060797535083,6,28,19,7,4,1,1,0
Spain,Brazil,Friendly,2013-11-04,Home,2,5,50.30640831504599,39.87183094356584,8,26,17,12,1,0,0,0
Italy,Belgium,Friendly,2013-11-05,Away,3,2,55.74653469057494,38.38085303633001,7,15,11,14,2,2,1,1
England,Belgium,Tournament,2013-11-06,Away,4,2,48.498674924016754,30.17347634747606,7,1,9,7,1,0,1,1
Argentina,Germany,Friendly,2013-11-07,Away,0,1,68.07349741667234,61.357014724008714,12,21,16,15,0,3,0,1
Netherlands,Argentina,Tournament,2013-11-08,Away,1,3,43.3285089236642,33.079397526834086,29,20,14,13,1,1,1,1
France,Portugal,Tournament,2013-11-09,Home,5,2,51.09510652392254,47.962362957555285,7,21,7,12,0,0,0,1
Germany,Netherlands,Friendly,2013-11-10,Home,0,0,33.01799741918654,46.715327027882594,12,25,5,13,3,3,1,1
Belgium,Germany,Friendly,2013-11-11,Neutral,4,5,64.08898320312628,37.25632469222174,27,28,5,9,3,2,0,0
Argentina,Belgium,Friendly,2013-11-12,Neutral,5,5,46.53453583775779,68.67474026149523,16,3,10,15,0,3,1,0
Belgium,France,Qualifier,2013-11-13,Neutral,1,4,58.02128462367989,54.149344197074335,27,1,19,13,4,1,0,0
France,Brazil,Tournament,2013-11-14,Away,0,2,57.28982524197673,62.540521828993434,7,27,8,17,3,2,1,1
Brazil,Spain,Friendly,2013-11-15,Away,3,1,57.050515713369876,49.84562228939801,8,19,11,7,4,0,1,1
Brazil,France,Qualifier,2013-11-16,Home,2,0,50.27753115029764,58.91247669491652,1,20,14,11,4,0,0,0
Argentina,Belgium,Tournament,2013-11-17,Neutral,2,1,41.10075162191363,68.79116833247032,13,13,14,7,4,3,1,1
Portugal,England,Qualifier,2013-11-18,Home,4,2,55.00378234245545,43.936216552124066,19,15,14,10,2,0,0,0
France,Italy,Qualifier,2013-11-19,Neutral,1,0,68.47166015244872,50.170554108397816,1,13,5,12,2,2,1,0
France,Argentina,Friendly,2013-11-20,Neutral,1,4,63.357970237852555,50.58147594768026,24,18,17,6,4,2,1,0
Italy,Portugal,Tournament,2013-11-21,Neutral,2,4,34.35072926215106,69.67979265296555,18,17,10,19,0,0,0,0
Portugal,Brazil,Qualifier,2013-11-22,Away,0,4,30.927496063462,39.32396585568853,7,1,11,12,3,3,1,0
Netherlands,Spain,Tournament,2013-11-23,Neutral,1,3,49.958854274817384,57.01230034348315,22,15,5,5,1,0,0,1
Netherlands,Netherlands,Friendly,2013-11-24,Neutral,3,1,61.033174068589446,35.52918713822769,27,24,6,8,2,4,0,0
Germany,Portugal,Tournament,2013-11-25,Away,3,2,42.55610212668829,67.08294128216991,17,4,13,11,2,0,0,1
Spain,Brazil,Qualifier,2013-11-26,Neutral,1,0,58.049531116169106,53.61527676006794,28,28,13,18,1,1,0,1
Brazil,Netherlands,Qualifier,2013-11-27,Away,1,5,67.27685056955237,64.37646108157881,15,2,10,5,4,0,0,0
Netherlands,Spain,Tournament,2013-11-28,Away,2,5,48.359380277386755,65.8096617735803,22,26,15,10,1,4,1,1
Portugal,Belgium,Qualifier,2013-11-29,Home,4,1,39.76638624922487,52.2843964841659,25,19,8,14,4,1,1,0
France,Italy,Qualifier,2013-11-30,Away,2,2,66.71031448320988,57.28029084952794,19,8,11,10,2,3,1,1
Netherlands,France,Qualifier,2013-12-01,Away,4,3,48.89055856014859,57.948825601156415,28,22,9,18,1,1,0,1
France,France,Friendly,2013-12-02,Away,3,2,46.3135722670044,48.41923294035035,23,16,19,17,0,2,0,1
Netherlands,Belgium,Friendly,2013-12-03,Neutral,4,1,44.13446286163696,47.39352989210659,4,8,7,11,3,4,1,0
Brazil,Portugal,Qualifier,2013-12-04,Home,2,2,46.920678097552525,37.44752875912572,17,10,8,13,3,2,0,1
Belgium,Belgium,Tournament,2013-12-05,Neutral,1,5,56.94631416729433,45.35658242004837,7,16,6,11,3,2,0,0
Netherlands,Belgium,Friendly,2013-12-06,Away,4,5,47.34878508880616,69.63027762182219,16,5,18,7,1,1,1,1
Portugal,Brazil,Tournament,2013-12-07,Away,2,0,42.9689555423688,40.794463084739434,17,19,10,8,4,1,0,1
Netherlands,Brazil,Qualifier,2013-12-08,Home,3,3,59.74550662238878,60.49763634704415,27,6,7,17,2,2,0,1
Spain,Spain,Qualifier,2013-12-09,Home,5,5,38.11885708097584,32.37389880226555,20,10,11,19,3,3,1,0
Brazil,Italy,Tournament,2013-12-10,Away,4,0,38.077348985635524,48.698751896306334,29,24,8,5,1,0,0,1
Portugal,Brazil,Friendly,2013-12-11,Away,3,3,57.85742146195827,32.336405276685824,15,5,18,9,3,0,0,1
Italy,Spain,Tournament,2013-12-12,Neutral,3,5,64.66826120757892,49.03199735231593,9,21,12,11,4,4,0,0
Portugal,England,Tournament,2013-12-13,Away,0,3,39.64843357988518,31.102098432375076,21,19,15,7,0,1,1,1
Spain,Belgium,Qualifier,2013-12-14,Neutral,5,2,37.64499899905718,54.53179085935619,23,19,18,10,0,0,0,0
Belgium,Belgium,Friendly,2013-12-15,Home,4,0,56.81223525163009,53.46036399915522,13,13,5,16,2,3,1,1
Brazil,Portugal,Tournament,2013-12-16,Neutral,2,3,54.83210087092611,61.913728905214214,7,28,13,19,0,4,0,1
Italy,England,Friendly,2013-12-17,Away,4,3,47.89009386078449,53.33144808805388,28,15,7,19,0,1,0,0
Spain,Portugal,Qualifier,2013-12-18,Neutral,4,2,33.83442559393312,67.03996649404293,19,8,19,7,1,0,1,1
Spain,Netherlands,Friendly,2013-12-19,Neutral,5,5,33.67141723927494,61.324184562974246,29,11,7,8,1,2,1,0
Argentina,Spain,Qualifier,2013-12-20,Home,3,5,61.09367156177418,35.30626081289157,11,1,19,9,2,3,0,1
Brazil,Spain,Friendly,2013-12-21,Neutral,3,1,48.07076469582742,40.61892753224363,8,4,9,10,2,3,1,0
Portugal,Belgium,Tournament,2013-12-22,Away,3,1,64.31868364966235,31.049223910751742,17,25,14,10,1,1,1,0
France,Germany,Qualifier,2013-12-23,Neutral,3,5,52.98934606155449,45.44536006291229,4,22,5,5,0,3,1,0
Belgium,Netherlands,Tournament,2013-12-24,Neutral,5,4,54.74952564870531,50.381450150778015,26,22,18,16,4,1,0,1
France,Spain,Qualifier,2013-12-25,Neutral,2,4,67.36777767634214,67.83784995128266,4,26,7,12,0,3,0,1
Portugal,Brazil,Friendly,2013-12-26,Away,1,3,36.584635761577516,50.89069729127274,18,27,8,7,0,0,0,0
Portugal,Belgium,Friendly,2013-12-27,Neutral,0,5,51.72096917187984,61.24112167771788,22,27,18,8,4,1,0,0
Brazil,Portugal,Qualifier,2013-12-28,Away,3,1,32.32554399864139,40.72096050371605,17,13,6,12,2,3,1,1
Portugal,England,Qualifier,2013-12-29,Neutral,3,3,44.35700191528476,36.126337490353265,3,7,16,19,1,0,1,1
Argentina,Portugal,Qualifier,2013-12-30,Home,0,0,35.923939992048204,62.43345015305011,9,27,10,9,2,0,0,1
Italy,France,Friendly,2013-12-31,Home,3,1,37.51343849138282,39.89700581498366,28,7,14,10,2,0,1,1
Portugal,Germany,Qualifier,2014-01-01,Home,1,1,67.39178880242113,64.85340470684426,26,6,8,17,2,1,1,0
France,Spain,Qualifier,2014-01-02,Away,4,1,54.42730112819523,36.79399502767852,6,25,5,17,1,1,1,0
Portugal,Italy,Tournament,2014-01-03,Away,0,4,65.68632532759257,64.06346164060429,2,8,7,19,2,3,1,1
Argentina,Argentina,Qualifier,2014-01-04,Away,2,2,47.740807375629984,60.913903202978005,28,12,11,5,2,2,0,0
Netherlands,Germany,Tournament,2014-01-05,Neutral,0,2,53.905733866535336,54.448826925624154,12,24,18,12,3,2,1,0
Netherlands,Belgium,Tournament,2014-01-06,Away,1,4,31.283780487717053,64.00882711290464,15,18,7,9,0,4,1,0
Spain,Spain,Tournament,2014-01-07,Away,5,5,48.780089290973365,43.22840471529846,9,23,17,5,3,2,1,1
Belgium,England,Friendly,2014-01-08,Away,2,5,52.56226693375153,36.64136582661551,29,15,10,11,1,2,1,1
Germany,Spain,Tournament,2014-01-09,Away,4,4,30.671108570621797,36.281627004178226,2,28,15,19,4,3,0,1
Italy,Argentina,Qualifier,2014-01-10,Home,3,4,61.57956707294561,40.81435655262816,12,16,19,6,4,1,0,0
England,England,Friendly,2014-01-11,Neutral,0,5,41.816919371064216,47.849085287202115,16,1,10,16,3,2,0,1
Spain,Portugal,Friendly,2014-01-12,Home,2,2,48.09948299843081,65.04091460324906,7,10,5,10,3,4,0,1
Belgium,England,Friendly,2014-01-13,Neutral,0,3,51.42521141219298,33.58142608630946,1,15,6,18,3,3,0,0
Netherlands,Germany,Friendly,2014-01-14,Neutral,4,4,69.68788612513734,66.60968177738998,21,24,14,7,0,0,1,1
France,Portugal,Friendly,2014-01-15,Home,0,3,33.967365874967314,67.01978841360345,7,13,15,10,1,0,1,0
England,Spain,Friendly,2014-01-16,Away,2,3,52.21118248897992,59.08945562677174,3,19,16,13,2,4,1,0
Belgium,Belgium,Friendly,2014-01-17,Home,1,0,51.22376583201077,66.01134454503787,20,27,15,10,3,1,0,1
Belgium,Netherlands,Tournament,2014-01-18,Neutral,5,2,32.75638782412729,60.79946520711849,5,13,10,5,0,0,0,1
Spain,Belgium,Qualifier,2014-01-19,Neutral,2,3,55.357534407804984,51.13203860623015,3,9,6,10,4,1,1,1
England,Spain,Qualifier,2014-01-20,Away,0,2,41.474177355752424,54.03000904903777,15,21,19,7,4,2,0,0
Brazil,Argentina,Tournament,2014-01-21,Home,4,2,34.15071864658483,55.12897905910331,6,16,18,8,4,2,1,0
Germany,Netherlands,Tournament,2014-01-22,Neutral,3,0,37.14567723673811,35.07573123932444,15,23,17,17,3,2,1,1
Brazil,Spain,Friendly,2014-01-23,Home,3,5,62.94412932861571,37.72216550070042,3,14,6,8,4,0,0,1
England,Italy,Friendly,2014-01-24,Away,4,2,34.16499049749576,50.93474895480644,24,23,8,13,4,0,1,1
Brazil,Germany,Tournament,2014-01-25,Away,0,3,48.677095529612984,34.609132510837675,23,9,16,12,4,1,1,0
Argentina,Italy,Friendly,2014-01-26,Neutral,5,5,37.81092484716885,68.59917184184445,1,18,17,11,2,1,1,0
Netherlands,Portugal,Qualifier,2014-01-27,Away,4,5,36.49279448340048,50.28509114057687,2,4,18,9,4,4,0,0
Argentina,France,Qualifier,2014-01-28,Neutral,0,1,38.2284703766829,45.20344579252239,4,12,12,14,0,2,0,0
Portugal,Spain,Friendly,2014-01-29,Neutral,2,3,49.71131738078481,36.30160150366237,21,24,10,15,3,3,0,0
Brazil,Brazil,Friendly,2014-01-30,Away,5,3,39.51153684446285,46.661355899007454,14,5,18,8,2,3,1,0
Portugal,Brazil,Friendly,2014-01-31,Away,1,2,33.86931801410241,42.097047479701956,14,11,12,17,2,2,0,1
France,England,Qualifier,2014-02-01,Home,0,3,62.05603476988674,33.517086848081384,27,5,19,7,3,4,1,1
Italy,Belgium,Friendly,2014-02-02,Home,3,1,51.59285612686743,68.68021180952086,10,19,8,16,4,1,1,1
France,Belgium,Tournament,2014-02-03,Neutral,3,2,36.27414609474289,40.59912384195787,11,21,15,5,4,0,0,0
England,Belgium,Friendly,2014-02-04,Home,5,4,48.8571939452868,57.61880968534097,4,29,7,13,1,4,0,0
Belgium,Italy,Tournament,2014-02-05,Neutral,1,3,32.7344999949164,33.65290007289691,15,7,11,19,4,4,1,1
Netherlands,Germany,Friendly,2014-02-06,Away,0,3,53.21719454475034,66.5267603730709,20,4,19,12,0,2,0,0
Brazil,Spain,Friendly,2014-02-07,Away,1,0,43.61219278391926,53.630058062423075,25,8,11,5,4,1,0,0
Spain,Argentina,Qualifier,2014-02-08,Home,2,4,34.141141185206564,56.27488001506448,4,27,6,6,3,3,1,0
Italy,England,Tournament,2014-02-09,Neutral,1,4,37.3457539947359,61.27137442675474,20,6,5,18,4,3,0,1
Germany,Portugal,Tournament,2014-02-10,Neutral,2,1,43.828108194029056,54.23661314660335,20,6,15,5,3,3,1,1
Germany,Netherlands,Tournament,2014-02-11,Home,3,4,62.256298171689714,32.83629833653023,16,22,12,5,2,4,0,1
Germany,Portugal,Qualifier,2014-02-12,Neutral,2,0,36.950227849192935,47.1832969452861,2,4,7,18,1,0,0,0
Brazil,Spain,Tournament,2014-02-13,Neutral,0,1,34.38656885971193,40.48120373324579,13,14,10,13,2,1,1,1
Germany,France,Qualifier,2014-02-14,Away,5,4,50.637560258627374,49.468680827247354,8,3,11,9,3,0,1,0
Argentina,Belgium,Friendly,2014-02-15,Neutral,5,1,52.34787855921059,46.17300646726952,13,10,12,19,1,3,1,1
Italy,Netherlands,Friendly,2014-02-16,Neutral,0,4,33.609652706696686,63.06132469195391,20,22,10,7,2,0,1,1
Argentina,Italy,Tournament,2014-02-17,Neutral,0,4,41.37937916829208,39.88190208839084,21,6,11,6,4,4,0,1
Belgium,Spain,Friendly,2014-02-18,Home,0,5,40.510561516570164,38.052042371117935,8,18,9,16,4,2,0,0
Italy,France,Friendly,2014-02-19,Home,4,4,37.44886437844461,68.32345181802299,4,10,7,18,1,0,0,0
Argentina,Italy,Tournament,2014-02-20,Home,2,3,42.62552508802615,67.98066455556719,5,9,19,12,2,0,1,0
Italy,France,Friendly,2014-02-21,Neutral,0,4,31.484340461531865,69.73859859670404,21,16,6,12,0,0,0,0
Belgium,Belgium,Tournament,2014-02-22,Neutral,5,3,56.061991318139135,52.735223181853485,6,20,11,19,0,3,1,0
Portugal,Italy,Tournament,2014-02-23,Home,1,2,69.53948580135363,34.52575842355994,23,4,12,19,0,0,1,0
Brazil,Germany,Friendly,2014-02-24,Home,1,5,55.36187069876995,65.20670962948789,19,26,18,18,2,1,1,1
Brazil,Brazil,Friendly,2014-02-25,Neutral,4,0,44.44305802175145,35.804599370305624,10,29,12,10,2,4,0,0
Germany,Portugal,Friendly,2014-02-26,Neutral,2,1,56.71641204582707,36.22377304116625,27,28,17,6,2,1,0,1
France,Germany,Friendly,2014-02-27,Away,2,1,52.86063684094305,37.735902699443514,3,11,7,15,3,1,1,1
Germany,Netherlands,Friendly,2014-02-28,Home,2,2,63.870317223493785,56.13675341572372,13,28,6,19,0,3,1,1
England,England,Qualifier,2014-03-01,Neutral,5,4,54.87498243928002,34.2879621290929,9,12,17,5,0,0,1,1
Argentina,Brazil,Friendly,2014-03-02,Home,5,0,55.36305418484994,61.13126516047064,17,24,13,10,0,4,0,1
Italy,Germany,Qualifier,2014-03-03,Home,4,2,38.86656753091974,32.33006383832217,10,19,10,5,3,4,1,0
France,Spain,Tournament,2014-03-04,Home,2,2,46.625089541503726,34.4178624268728,12,10,14,16,3,4,1,0
Belgium,France,Friendly,2014-03-05,Away,2,1,43.77664241022708,47.37948566666114,13,7,7,10,2,0,1,1
England,Netherlands,Friendly,2014-03-06,Neutral,0,3,30.45700749615004,45.16686007799603,24,7,9,19,0,4,0,0
Belgium,Spain,Friendly,2014-03-07,Neutral,2,3,42.53122917556246,69.58833073589736,10,18,5,14,0,4,0,0
Brazil,Brazil,Tournament,2014-03-08,Home,5,4,49.44248497291801,68.67455826874813,19,3,6,6,4,2,1,0
Brazil,France,Qualifier,2014-03-09,Neutral,0,4,53.99394532840324,37.58727229422502,21,12,13,19,4,2,1,1
Germany,Netherlands,Qualifier,2014-03-10,Away,0,2,67.38275786841821,67.8666218031385,19,14,14,11,4,4,1,0
Argentina,England,Friendly,2014-03-11,Home,2,4,39.56455037439265,57.69047616047864,26,20,15,16,3,1,0,1
France,Brazil,Friendly,2014-03-12,Away,1,3,36.097159644342334,46.35372662132936,17,2,14,14,2,0,0,1
Netherlands,Netherlands,Friendly,2014-03-13,Away,3,0,64.77782755995833,59.58523728643765,26,9,7,6,1,1,1,1
England,Germany,Friendly,2014-03-14,Neutral,5,1,67.6738997635379,66.00563862826186,5,10,12,6,0,1,0,0
England,Netherlands,Tournament,2014-03-15,Neutral,1,3,49.51816994324338,37.205662151959004,8,27,14,10,4,0,1,1
Germany,Brazil,Friendly,2014-03-16,Away,2,5,34.60866245000208,37.83937045510645,5,6,12,8,0,0,0,0
Brazil,Belgium,Tournament,2014-03-17,Neutral,2,4,49.41553197107885,46.34883048910642,15,17,19,10,0,3,1,0
Germany,Germany,Friendly,2014-03-18,Away,1,1,34.37773308413075,36.76847085340283,4,15,9,16,0,3,0,1
Italy,Spain,Qualifier,2014-03-19,Away,2,5,65.32742314802651,44.415899428232635,25,1,12,12,2,3,1,1
France,Brazil,Qualifier,2014-03-20,Home,5,1,58.326004184649996,55.82766108250056,13,24,6,15,0,4,1,1
Argentina,Belgium,Friendly,2014-03-21,Away,0,2,39.64548070840016,62.51272501335419,17,27,6,14,2,4,1,1
Portugal,Argentina,Friendly,2014-03-22,Away,4,4,65.46762773267147,42.07739750741598,5,22,16,7,1,4,0,0
Spain,England,Tournament,2014-03-23,Neutral,2,2,55.51606916197277,41.269227352193525,1,13,8,9,1,3,1,1
Spain,Belgium,Friendly,2014-03-24,Home,2,1,68.13053346883474,61.1897185755671,22,10,12,9,3,0,1,0
Germany,Argentina,Friendly,2014-03-25,Neutral,1,2,69.21919396042188,45.241049040100364,15,12,6,14,0,4,1,1
Italy,Portugal,Friendly,2014-03-26,Home,0,4,30.131271569428723,62.73901471475366,10,23,8,13,4,0,1,1
France,France,Qualifier,2014-03-27,Neutral,1,3,34.808568361101834,69.73521281316853,25,22,12,11,3,3,0,0
Netherlands,Belgium,Tournament,2014-03-28,Away,5,0,51.87689323227343,69.18674703934869,11,16,7,17,3,0,0,0
Spain,Italy,Qualifier,2014-03-29,Home,1,5,68.23411497869165,56.50747819389156,18,2,12,13,1,4,1,0
France,England,Tournament,2014-03-30,Home,2,3,69.76934542038782,45.00852845509802,29,3,16,12,4,0,0,0
Argentina,Belgium,Qualifier,2014-03-31,Home,0,1,52.6963174121408,32.619594379070506,13,8,6,7,0,3,1,1
Belgium,Argentina,Friendly,2014-04-01,Home,5,3,36.952059557809214,59.52162530868243,20,20,18,6,0,4,0,1
Italy,Italy,Qualifier,2014-04-02,Neutral,2,2,36.522000800348245,69.11868964212977,24,29,5,19,1,4,1,1
Brazil,England,Qualifier,2014-04-03,Neutral,5,4,60.554310324565535,32.71937852862513,16,15,18,7,2,3,1,0
France,Italy,Tournament,2014-04-04,Home,2,3,53.67750714825191,30.246708424825606,19,24,18,10,1,1,1,1
Argentina,Germany,Tournament,2014-04-05,Home,2,3,51.95095595731052,63.2710478632687,23,19,18,15,4,2,1,0
Netherlands,Argentina,Qualifier,2014-04-06,Home,2,4,48.63059693202065,34.090358481529485,12,18,10,16,2,3,1,0
Portugal,Netherlands,Tournament,2014-04-07,Neutral,4,2,59.00538506326726,33.26491921782318,23,23,12,14,4,0,1,1
Brazil,Germany,Tournament,2014-04-08,Home,3,0,64.32216716025383,66.41344272892715,14,1,13,8,0,1,0,0
Portugal,England,Tournament,2014-04-09,Home,0,3,42.11832324782545,33.182432466875255,2,27,14,15,2,3,0,0
Netherlands,England,Tournament,2014-04-10,Home,4,5,38.83671068703563,34.56070619101705,28,19,12,5,4,2,0,0
Argentina,Brazil,Tournament,2014-04-11,Neutral,3,1,56.8079666525977,52.78294701078773,10,2,6,14,0,4,1,0
Spain,Argentina,Qualifier,2014-04-12,Away,5,2,66.58929696219813,60.272566921331645,4,5,5,14,4,2,0,0
Portugal,Portugal,Tournament,2014-04-13,Away,3,2,43.92629760576345,45.982890348569086,1,18,11,17,2,2,1,0
Brazil,Portugal,Friendly,2014-04-14,Neutral,3,3,40.897928767096616,46.82356642761562,24,16,11,13,0,3,0,1
Germany,England,Qualifier,2014-04-15,Away,4,5,39.04458520942478,55.305039486045544,26,10,17,10,4,4,1,0
England,Portugal,Qualifier,2014-04-16,Home,0,4,40.17963630786524,50.21701179323125,26,21,16,5,3,4,0,1
France,France,Qualifier,2014-04-17,Home,1,3,35.397333718412575,30.745131711108698,25,29,17,7,2,2,1,0
Spain,Brazil,Tournament,2014-04-18,Neutral,3,3,53.871129104334145,34.54332745088799,17,3,7,15,2,3,0,1
Portugal,England,Friendly,2014-04-19,Neutral,1,4,41.233042746450224,53.26400062101611,11,25,10,15,2,4,1,1
Belgium,Portugal,Tournament,2014-04-20,Away,1,1,54.59777446631618,61.746500387914644,7,10,11,17,0,4,0,1
France,Argentina,Qualifier,2014-04-21,Away,2,4,33.32129398050272,60.52412581719824,17,25,18,5,2,0,1,0
Germany,Belgium,Qualifier,2014-04-22,Home,1,3,34.61827168471516,59.6022623717458,28,24,13,16,4,2,0,1
Netherlands,Netherlands,Qualifier,2014-04-23,Neutral,5,0,51.445677111877785,60.85090464832536,17,13,5,13,3,1,0,1
England,Germany,Qualifier,2014-04-24,Away,5,4,50.46123777904056,31.777739052980923,9,21,17,8,4,2,0,1
